,region_name,region_id,week,date,inc,inc_w1,inc_w2,inclow,inclow_w1,inclow_w2,inctop,inctop_w1,inctop_w2,inc100,inc100_w1,inc100_w2,inc100low,inc100low_w1,inc100low_w2,inc100top,inc100top_w1,inc100top_w2,C6H6,C6H6_w1,C6H6_w2,CO,CO_w1,CO_w2,NO,NO_w1,NO_w2,NO2,NO2_w1,NO2_w2,NOXasNO2,NOXasNO2_w1,NOXasNO2_w2,O3,O3_w1,O3_w2,PM10,PM10_w1,PM10_w2,PM2p5,PM2p5_w1,PM2p5_w2,SO2,SO2_w1,SO2_w2,pmer,pmer_w1,pmer_w2,dirv,dirv_w1,dirv_w2,vitv,vitv_w1,vitv_w2,temp,temp_w1,temp_w2,hum,hum_w1,hum_w2,pst,pst_w1,pst_w2,r1,r1_w1,r1_w2,tempc,tempc_w1,tempc_w2
30,Occitanie,5,202105,2021-01-29,5636,6747.0,5927.0,3613,4516.0,3972.0,7659,8978.0,7882.0,94,112.0,99.0,60,75.0,66.0,128,149.0,132.0,,,,,,,13.5162,14.3943,8.6035,19.3699,20.8171,17.1559,38.9746,41.8747,29.3219,48.1572,52.9897,48.4938,10.9455,17.367,14.6421,6.5907,10.6905,10.1921,0.4978,0.5274,0.4993,101425.8,101125.66,102653.11,235.24,190.15,250.51,3.82,3.91,4.6,282.1341,279.9469,277.874,81.5255,76.6735,77.2526,98048.1293,97789.0306,99228.1378,0.223,0.1143,0.0308,8.9841,6.7969,4.724
31,Hauts-de-France,6,202105,2021-01-29,3588,3912.0,3845.0,1981,2144.0,2269.0,5195,5680.0,5421.0,59,64.0,63.0,33,35.0,37.0,85,93.0,89.0,0.4989,0.3623,0.9851,0.1634,0.1478,0.3059,2.8749,3.8328,8.1517,14.8423,14.1989,21.7386,19.2464,20.0681,34.2317,47.5855,51.0196,32.4024,12.3591,11.5703,16.6794,7.3786,6.7908,13.7157,1.8824,1.5151,1.9708,100561.52,100120.09,102055.89,193.3,207.32,205.18,4.96,4.6,4.22,278.5018,278.0089,276.7946,91.5893,88.0268,92.0536,99833.75,99393.6607,101312.4107,0.2277,0.1098,0.375,5.3518,4.8589,3.6446
32,Corse,7,202105,2021-01-29,144,111.0,127.0,35,11.0,14.0,253,211.0,240.0,42,32.0,37.0,10,3.0,4.0,74,61.0,70.0,,,,,0.5778,0.6128,3.9588,5.4753,6.4311,8.938,11.063,12.5697,14.915,19.3668,22.3059,60.5606,56.5131,46.2238,13.4582,14.9722,13.9604,4.5986,6.5585,6.6491,1.4635,1.4675,1.538,100920.18,101265.27,101524.29,180.8,178.21,134.73,4.19,4.07,2.62,283.4893,283.033,281.1652,68.8125,73.7589,76.8304,100792.5893,101137.3214,101394.8214,0.0304,0.1143,0.0438,10.3393,9.883,8.0152
33,Nouvelle-Aquitaine,8,202105,2021-01-29,4897,4996.0,4238.0,2621,3330.0,2828.0,7173,6662.0,5648.0,80,82.0,69.0,43,55.0,46.0,117,109.0,92.0,,,,,,,9.133,10.3055,8.7126,14.749,15.6428,16.7522,28.7152,31.3893,30.0733,47.192,50.6924,42.3704,14.3148,16.2581,15.5389,8.014,10.2722,11.1974,3.2603,3.9133,1.0943,101296.46,100875.15,102752.82,215.65,191.73,228.8,4.68,4.73,4.03,281.9588,279.7219,278.5133,88.3205,82.1107,87.5063,99551.8304,99159.5625,101090.4375,0.2909,0.2244,0.0841,8.8088,6.5719,5.3633
34,Pays de la Loire,9,202105,2021-01-29,7470,10819.0,5544.0,4983,7527.0,3258.0,9957,14111.0,7830.0,193,279.0,143.0,129,194.0,84.0,257,364.0,202.0,0.8603,0.6526,1.2141,0.2988,0.2876,0.3538,4.7318,3.7919,5.8136,11.1612,11.2086,13.3645,18.3877,16.9955,22.2541,52.1092,54.234,47.591,16.1985,16.4174,16.2408,10.2426,9.747,12.1244,0.4307,0.5473,0.507,100960.54,100497.14,102613.21,225.89,205.0,254.29,4.76,4.73,3.57,281.5268,279.8518,279.4839,91.1607,87.5179,88.8393,100644.8214,100180.8929,102288.75,0.3732,0.2554,0.0536,8.3768,6.7018,6.3339
35,Auvergne-Rhône-Alpes,10,202105,2021-01-29,4586,5347.0,6542.0,2989,3708.0,4587.0,6183,6986.0,8497.0,56,65.0,80.0,36,45.0,56.0,76,85.0,104.0,1.2552,0.5357,1.6058,0.4372,0.3206,0.4448,13.0077,11.2078,14.0875,24.0918,21.8282,24.807,5.6145,5.4546,8.6406,40.3273,47.4372,32.3437,12.3068,11.6951,17.2862,9.2976,8.5024,15.3715,2.7487,2.4389,3.0783,101207.38,101038.1,102399.32,181.96,168.84,189.61,2.94,4.48,3.96,279.2887,278.5844,275.6853,76.128,75.125,80.8586,96836.4435,96666.5179,97888.6161,0.0935,0.082,0.0866,6.1387,5.4344,2.5353
36,Grand Est,11,202105,2021-01-29,9332,8415.0,7796.0,5703,5022.0,4914.0,12961,11808.0,10678.0,165,149.0,138.0,101,89.0,87.0,229,209.0,189.0,0.51,0.3127,0.9911,0.281,0.3813,0.3581,5.4931,5.8206,12.937,14.8193,16.4175,22.2008,22.7534,24.6852,41.586,51.6894,54.1471,32.8055,9.2447,10.365,15.4283,5.8293,6.1994,11.7526,1.0106,1.4939,1.7715,100826.01,100655.32,102181.96,209.07,195.64,199.54,4.34,4.87,3.61,278.4566,277.8139,274.0493,87.8027,79.8071,90.8107,98455.8304,98275.9286,99731.3929,0.1612,0.1182,0.197,5.3066,4.6639,0.8993
37,Normandie,12,202105,2021-01-29,1286,2105.0,1577.0,580,1047.0,473.0,1992,3163.0,2681.0,38,62.0,46.0,17,31.0,14.0,59,93.0,78.0,0.4464,0.4986,0.755,0.2161,0.2148,0.274,8.4395,7.0062,12.2021,16.8299,15.7583,20.1483,30.0401,26.6785,38.8977,55.2542,57.2158,45.0994,12.3261,12.1393,16.2719,7.204,6.9953,13.0846,1.8287,2.3513,1.5517,100668.62,100214.67,102279.64,208.76,214.05,235.67,5.62,6.09,5.78,280.4254,278.8781,279.3438,89.7768,86.1533,87.9911,99536.9643,99062.2024,101123.9732,0.2295,0.1604,0.0854,7.2754,5.7281,6.1938
38,Bourgogne-Franche-Comté,13,202105,2021-01-29,973,2173.0,2077.0,148,980.0,891.0,1798,3366.0,3263.0,34,75.0,72.0,5,34.0,31.0,63,116.0,113.0,,,,,,,4.3117,6.8604,6.3668,14.1712,16.4519,16.3398,20.7747,26.961,26.0949,49.1408,51.7942,38.6655,10.1388,11.2358,12.0219,6.7567,8.3091,10.454,1.9807,2.4029,1.9907,101016.43,100844.64,102286.61,200.18,182.5,221.25,3.82,4.87,3.69,278.6,277.7982,274.8625,88.6071,84.4464,88.6786,98260.0,98083.9286,99456.4286,0.1089,0.1018,0.0982,5.45,4.6482,1.7125
39,Provence-Alpes-Côte d'Azur,1,202106,2021-02-05,7250,7114.0,9109.0,4515,4548.0,5645.0,9985,9680.0,12573.0,141,139.0,178.0,88,89.0,110.0,194,189.0,246.0,2.4651,3.3602,1.256,0.3734,0.3791,0.358,14.6425,12.7587,12.3278,21.2224,22.3796,21.4338,43.7067,41.9757,40.3694,45.4305,50.6834,54.2405,25.4217,14.9094,17.6119,11.927,8.4,9.5751,1.847,2.2953,1.9927,100839.11,100943.3,101094.91,162.54,231.88,209.11,3.99,4.09,4.84,283.2411,279.869,279.6369,78.7083,69.0952,72.4821,97271.4286,97362.4405,97485.6548,0.1292,0.0804,0.1565,10.0911,6.719,6.4869
40,Île-de-France,2,202106,2021-02-05,21859,15042.0,18757.0,15612,9890.0,12952.0,28106,20194.0,24562.0,177,122.0,152.0,126,80.0,105.0,228,164.0,199.0,,,,0.3956,0.412,0.3764,17.8104,19.0896,18.2484,29.254,29.4789,29.6686,56.6223,58.8244,57.7166,41.9693,45.6632,49.2457,14.5189,14.9116,15.3788,7.9145,8.788,8.2521,0.576,0.9663,1.1344,100378.55,100767.5,100442.86,206.55,229.46,212.68,3.77,4.25,4.75,281.5082,280.1196,278.5643,88.6545,87.0893,83.2679,99294.1818,99673.2143,99344.6429,0.2218,0.2196,0.1464,8.3582,6.9696,5.4143
41,Centre-Val de Loire,3,202106,2021-02-05,1335,3162.0,4052.0,586,1960.0,2541.0,2084,4364.0,5563.0,51,120.0,154.0,23,74.0,97.0,79,166.0,211.0,,,,0.1808,0.13,0.2953,7.3397,8.0668,7.5294,12.2265,13.2539,13.1643,23.4716,25.6234,24.5574,51.7953,51.1523,56.5099,8.437,11.4166,10.8727,5.6432,7.6892,7.126,,,,100512.32,101000.0,100655.63,212.23,230.89,203.39,3.96,4.26,4.42,282.1241,280.4304,278.7223,91.75,89.6875,83.5268,98845.5357,99313.9286,98964.0179,0.208,0.1125,0.2571,8.9741,7.2804,5.5723
42,Bretagne,4,202106,2021-02-05,3519,3655.0,3066.0,2015,2184.0,1607.0,5023,5126.0,4525.0,103,107.0,90.0,59,64.0,47.0,147,150.0,133.0,,,,,,,5.3244,7.3651,5.915,13.2196,14.0517,14.8545,21.9086,25.9302,24.5601,58.4251,55.2293,58.0211,14.5963,14.7584,15.155,7.4137,8.757,8.703,,,,100398.35,100763.93,100274.24,229.6,215.36,221.16,5.25,6.39,6.37,282.1705,282.4982,280.6688,87.8929,89.8259,84.8304,99687.4107,100052.1875,99560.1786,0.1351,0.1908,0.2106,9.0205,9.3482,7.5188
43,Occitanie,5,202106,2021-02-05,5495,5636.0,6747.0,3433,3613.0,4516.0,7557,7659.0,8978.0,91,94.0,112.0,57,60.0,75.0,125,128.0,149.0,,,,,,,12.0074,13.5162,14.3943,16.4248,19.3699,20.8171,33.4224,38.9746,41.8747,52.2716,48.1572,52.9897,17.571,10.9455,17.367,8.5373,6.5907,10.6905,0.2964,0.4978,0.5274,100818.21,101425.8,101125.66,190.92,235.24,190.15,4.23,3.82,3.91,283.7367,282.1341,279.9469,83.3393,81.5255,76.6735,97537.7296,98048.1293,97789.0306,0.1051,0.223,0.1143,10.5867,8.9841,6.7969
44,Hauts-de-France,6,202106,2021-02-05,5080,3588.0,3912.0,3225,1981.0,2144.0,6935,5195.0,5680.0,83,59.0,64.0,53,33.0,35.0,113,85.0,93.0,0.8609,0.4989,0.3623,0.1563,0.1634,0.1478,4.6408,2.8749,3.8328,16.6344,14.8423,14.1989,23.7399,19.2464,20.0681,36.3049,47.5855,51.0196,15.737,12.3591,11.5703,10.7982,7.3786,6.7908,1.3151,1.8824,1.5151,100266.52,100561.52,100120.09,169.64,193.3,207.32,3.93,4.96,4.6,279.5393,278.5018,278.0089,92.4107,91.5893,88.0268,99543.75,99833.75,99393.6607,0.0982,0.2277,0.1098,6.3893,5.3518,4.8589
45,Corse,7,202106,2021-02-05,141,144.0,111.0,36,35.0,11.0,246,253.0,211.0,41,42.0,32.0,10,10.0,3.0,72,74.0,61.0,,,,0.408,,0.5778,5.6945,3.9588,5.4753,10.6689,8.938,11.063,19.3236,14.915,19.3668,50.6334,60.5606,56.5131,25.8138,13.4582,14.9722,8.1098,4.5986,6.5585,1.463,1.4635,1.4675,100946.79,100920.18,101265.27,156.43,180.8,178.21,2.38,4.19,4.07,285.4571,283.4893,283.033,82.7589,68.8125,73.7589,100820.2679,100792.5893,101137.3214,0.0259,0.0304,0.1143,12.3071,10.3393,9.883
46,Nouvelle-Aquitaine,8,202106,2021-02-05,3483,4897.0,4996.0,2046,2621.0,3330.0,4920,7173.0,6662.0,57,80.0,82.0,34,43.0,55.0,80,117.0,109.0,,,,,,,7.2051,9.133,10.3055,12.3788,14.749,15.6428,23.3828,28.7152,31.3893,48.9829,47.192,50.6924,14.0867,14.3148,16.2581,7.7625,8.014,10.2722,1.4644,3.2603,3.9133,100698.71,101296.46,100875.15,189.83,215.65,191.73,4.59,4.68,4.73,283.1454,281.9588,279.7219,89.2732,88.3205,82.1107,99094.2321,99551.8304,99159.5625,0.2401,0.2909,0.2244,9.9954,8.8088,6.5719
47,Pays de la Loire,9,202106,2021-02-05,4497,7470.0,10819.0,2579,4983.0,7527.0,6415,9957.0,14111.0,116,193.0,279.0,66,129.0,194.0,166,257.0,364.0,0.5941,0.8603,0.6526,0.2285,0.2988,0.2876,2.3066,4.7318,3.7919,8.8251,11.1612,11.2086,12.3347,18.3877,16.9955,56.5337,52.1092,54.234,11.7295,16.1985,16.4174,6.248,10.2426,9.747,0.2465,0.4307,0.5473,100509.46,100960.54,100497.14,232.86,225.89,205.0,4.18,4.76,4.73,282.4946,281.5268,279.8518,89.6071,91.1607,87.5179,100194.4643,100644.8214,100180.8929,0.1589,0.3732,0.2554,9.3446,8.3768,6.7018
48,Auvergne-Rhône-Alpes,10,202106,2021-02-05,4564,4586.0,5347.0,2628,2989.0,3708.0,6500,6183.0,6986.0,56,56.0,65.0,32,36.0,45.0,80,76.0,85.0,1.0662,1.2552,0.5357,0.4752,0.4372,0.3206,17.5343,13.0077,11.2078,24.1026,24.0918,21.8282,5.7473,5.6145,5.4546,31.5757,40.3273,47.4372,20.4388,12.3068,11.6951,11.3744,9.2976,8.5024,4.5923,2.7487,2.4389,100702.32,101207.38,101038.1,185.89,181.96,168.84,3.04,2.94,4.48,282.5085,279.2887,278.5844,80.2679,76.128,75.125,96404.2411,96836.4435,96666.5179,0.14,0.0935,0.082,9.3585,6.1387,5.4344
49,Grand Est,11,202106,2021-02-05,5873,9332.0,8415.0,3418,5703.0,5022.0,8328,12961.0,11808.0,104,165.0,149.0,61,101.0,89.0,147,229.0,209.0,0.6218,0.51,0.3127,0.3284,0.281,0.3813,8.1996,5.4931,5.8206,17.2551,14.8193,16.4175,29.553,22.7534,24.6852,40.0941,51.6894,54.1471,10.285,9.2447,10.365,6.4076,5.8293,6.1994,1.6307,1.0106,1.4939,100457.86,100826.01,100655.32,186.79,209.07,195.64,3.5,4.34,4.87,281.3657,278.4566,277.8139,88.8929,87.8027,79.8071,98117.3214,98455.8304,98275.9286,0.16,0.1612,0.1182,8.2157,5.3066,4.6639
50,Normandie,12,202106,2021-02-05,1673,1286.0,2105.0,750,580.0,1047.0,2596,1992.0,3163.0,49,38.0,62.0,22,17.0,31.0,76,59.0,93.0,0.7583,0.4464,0.4986,0.2393,0.2161,0.2148,9.1117,8.4395,7.0062,18.2455,16.8299,15.7583,32.1992,30.0401,26.6785,45.4751,55.2542,57.2158,12.6972,12.3261,12.1393,8.4451,7.204,6.9953,1.6502,1.8287,2.3513,100320.8,100668.62,100214.67,207.68,208.76,214.05,4.65,5.62,6.09,280.954,280.4254,278.8781,89.3616,89.7768,86.1533,99197.0089,99536.9643,99062.2024,0.1661,0.2295,0.1604,7.804,7.2754,5.7281
51,Bourgogne-Franche-Comté,13,202106,2021-02-05,1175,973.0,2173.0,223,148.0,980.0,2127,1798.0,3366.0,41,34.0,75.0,8,5.0,34.0,74,63.0,116.0,,,,,,,7.2647,4.3117,6.8604,15.2364,14.1712,16.4519,26.3678,20.7747,26.961,40.549,49.1408,51.7942,12.5398,10.1388,11.2358,7.5298,6.7567,8.3091,2.0015,1.9807,2.4029,100553.75,101016.43,100844.64,170.54,200.18,182.5,3.13,3.82,4.87,281.5714,278.6,277.7982,90.0357,88.6071,84.4464,97841.0714,98260.0,98083.9286,0.0982,0.1089,0.1018,8.4214,5.45,4.6482
52,Provence-Alpes-Côte d'Azur,1,202107,2021-02-12,6987,7250.0,7114.0,4193,4515.0,4548.0,9781,9985.0,9680.0,136,141.0,139.0,82,88.0,89.0,190,194.0,189.0,1.4304,2.4651,3.3602,0.2332,0.3734,0.3791,10.0126,14.6425,12.7587,19.9971,21.2224,22.3796,35.3839,43.7067,41.9757,48.3108,45.4305,50.6834,17.8363,25.4217,14.9094,9.7462,11.927,8.4,2.3491,1.847,2.2953,101219.73,100839.11,100943.3,187.56,162.54,231.88,4.5,3.99,4.09,279.5673,283.2411,279.869,72.7381,78.7083,69.0952,97598.2738,97271.4286,97362.4405,0.1792,0.1292,0.0804,6.4173,10.0911,6.719
53,Île-de-France,2,202107,2021-02-12,24857,21859.0,15042.0,18204,15612.0,9890.0,31510,28106.0,20194.0,202,177.0,122.0,148,126.0,80.0,256,228.0,164.0,,,,0.3136,0.3956,0.412,14.3284,17.8104,19.0896,26.5545,29.254,29.4789,48.5955,56.6223,58.8244,43.8725,41.9693,45.6632,25.2315,14.5189,14.9116,18.4304,7.9145,8.788,1.5931,0.576,0.9663,101837.68,100378.55,100767.5,98.93,206.55,229.46,4.72,3.77,4.25,271.0232,281.5082,280.1196,68.8929,88.6545,87.0893,100691.6071,99294.1818,99673.2143,0.0036,0.2218,0.2196,-2.1268,8.3582,6.9696
54,Centre-Val de Loire,3,202107,2021-02-12,1447,1335.0,3162.0,721,586.0,1960.0,2173,2084.0,4364.0,55,51.0,120.0,27,23.0,74.0,83,79.0,166.0,,,,0.2416,0.1808,0.13,6.7663,7.3397,8.0668,14.5131,12.2265,13.2539,24.8589,23.4716,25.6234,50.271,51.7953,51.1523,18.6672,8.437,11.4166,14.9748,5.6432,7.6892,,,,101600.89,100512.32,101000.0,88.84,212.23,230.89,3.94,3.96,4.26,272.3205,282.1241,280.4304,77.875,91.75,89.6875,99852.0536,98845.5357,99313.9286,0.0688,0.208,0.1125,-0.8295,8.9741,7.2804
55,Bretagne,4,202107,2021-02-12,3443,3519.0,3655.0,1986,2015.0,2184.0,4900,5023.0,5126.0,101,103.0,107.0,58,59.0,64.0,144,147.0,150.0,,,,,,,4.1057,5.3244,7.3651,12.959,13.2196,14.0517,19.5168,21.9086,25.9302,47.6621,58.4251,55.2293,18.9538,14.5963,14.7584,16.6091,7.4137,8.757,,,,101366.83,100398.35,100763.93,93.57,229.6,215.36,6.85,5.25,6.39,275.008,282.1705,282.4982,80.6384,87.8929,89.8259,100630.0,99687.4107,100052.1875,0.085,0.1351,0.1908,1.858,9.0205,9.3482
56,Occitanie,5,202107,2021-02-12,2952,5495.0,5636.0,1576,3433.0,3613.0,4328,7557.0,7659.0,49,91.0,94.0,26,57.0,60.0,72,125.0,128.0,,,,,,,12.6307,12.0074,13.5162,18.6664,16.4248,19.3699,37.1396,33.4224,38.9746,46.5123,52.2716,48.1572,11.3925,17.571,10.9455,7.373,8.5373,6.5907,0.3327,0.2964,0.4978,101369.36,100818.21,101425.8,181.94,190.92,235.24,3.2,4.23,3.82,280.2176,283.7367,282.1341,83.2908,83.3393,81.5255,98031.4541,97537.7296,98048.1293,0.0636,0.1051,0.223,7.0676,10.5867,8.9841
57,Hauts-de-France,6,202107,2021-02-12,4537,5080.0,3588.0,2649,3225.0,1981.0,6425,6935.0,5195.0,74,83.0,59.0,43,53.0,33.0,105,113.0,85.0,1.1421,0.8609,0.4989,0.2101,0.1563,0.1634,3.7546,4.6408,2.8749,19.3496,16.6344,14.8423,25.098,23.7399,19.2464,44.5998,36.3049,47.5855,23.3637,15.737,12.3591,18.8848,10.7982,7.3786,0.9298,1.3151,1.8824,102027.59,100266.52,100561.52,77.68,169.64,193.3,5.6,3.93,4.96,269.8161,279.5393,278.5018,68.7411,92.4107,91.5893,101264.5536,99543.75,99833.75,0.0063,0.0982,0.2277,-3.3339,6.3893,5.3518
58,Corse,7,202107,2021-02-12,192,141.0,144.0,66,36.0,35.0,318,246.0,253.0,56,41.0,42.0,19,10.0,10.0,93,72.0,74.0,,,,,0.408,,2.4126,5.6945,3.9588,7.3138,10.6689,8.938,10.9256,19.3236,14.915,61.6509,50.6334,60.5606,22.031,25.8138,13.4582,6.6413,8.1098,4.5986,1.3581,1.463,1.4635,101244.73,100946.79,100920.18,175.0,156.43,180.8,3.94,2.38,4.19,283.4196,285.4571,283.4893,71.2411,82.7589,68.8125,101116.9643,100820.2679,100792.5893,0.2438,0.0259,0.0304,10.2696,12.3071,10.3393
59,Nouvelle-Aquitaine,8,202107,2021-02-12,2426,3483.0,4897.0,1232,2046.0,2621.0,3620,4920.0,7173.0,40,57.0,80.0,20,34.0,43.0,60,80.0,117.0,,,,,,,7.0015,7.2051,9.133,14.2896,12.3788,14.749,24.9879,23.3828,28.7152,42.4401,48.9829,47.192,14.3575,14.0867,14.3148,10.7375,7.7625,8.014,2.932,1.4644,3.2603,101357.0,100698.71,101296.46,125.52,189.83,215.65,3.54,4.59,4.68,277.7704,283.1454,281.9588,87.3741,89.2732,88.3205,99718.9286,99094.2321,99551.8304,0.1582,0.2401,0.2909,4.6204,9.9954,8.8088
60,Pays de la Loire,9,202107,2021-02-12,4664,4497.0,7470.0,2605,2579.0,4983.0,6723,6415.0,9957.0,120,116.0,193.0,67,66.0,129.0,173,166.0,257.0,0.9171,0.5941,0.8603,0.266,0.2285,0.2988,2.4944,2.3066,4.7318,11.6781,8.8251,11.1612,15.4751,12.3347,18.3877,46.7707,56.5337,52.1092,18.9073,11.7295,16.1985,16.3052,6.248,10.2426,0.5454,0.2465,0.4307,101409.82,100509.46,100960.54,85.71,232.86,225.89,4.8,4.18,4.76,274.1446,282.4946,281.5268,77.6607,89.6071,91.1607,101083.3929,100194.4643,100644.8214,0.0518,0.1589,0.3732,0.9946,9.3446,8.3768
61,Auvergne-Rhône-Alpes,10,202107,2021-02-12,4904,4564.0,4586.0,2980,2628.0,2989.0,6828,6500.0,6183.0,60,56.0,56.0,36,32.0,36.0,84,80.0,76.0,1.2573,1.0662,1.2552,0.3639,0.4752,0.4372,8.4581,17.5343,13.0077,19.7283,24.1026,24.0918,6.3742,5.7473,5.6145,38.1056,31.5757,40.3273,18.4564,20.4388,12.3068,15.0823,11.3744,9.2976,2.3209,4.5923,2.7487,101518.93,100702.32,101207.38,165.88,185.89,181.96,3.07,3.04,2.94,275.4935,282.5085,279.2887,79.6756,80.2679,76.128,97285.1339,96404.2411,96836.4435,0.0658,0.14,0.0935,2.3435,9.3585,6.1387
62,Grand Est,11,202107,2021-02-12,2962,5873.0,9332.0,1595,3418.0,5703.0,4329,8328.0,12961.0,52,104.0,165.0,28,61.0,101.0,76,147.0,229.0,0.8987,0.6218,0.51,0.3199,0.3284,0.281,6.8573,8.1996,5.4931,18.1633,17.2551,14.8193,28.4656,29.553,22.7534,45.1372,40.0941,51.6894,19.0707,10.285,9.2447,14.4867,6.4076,5.8293,1.8717,1.6307,1.0106,101929.29,100457.86,100826.01,157.54,186.79,209.07,3.74,3.5,4.34,269.275,281.3657,278.4566,74.8214,88.8929,87.8027,99442.25,98117.3214,98455.8304,0.0163,0.16,0.1612,-3.875,8.2157,5.3066
63,Normandie,12,202107,2021-02-12,2315,1673.0,1286.0,1218,750.0,580.0,3412,2596.0,1992.0,68,49.0,38.0,36,22.0,17.0,100,76.0,59.0,0.8913,0.7583,0.4464,0.2848,0.2393,0.2161,7.7416,9.1117,8.4395,17.1583,18.2455,16.8299,28.5551,32.1992,30.0401,51.5872,45.4751,55.2542,20.5344,12.6972,12.3261,16.7166,8.4451,7.204,3.1004,1.6502,1.8287,101767.96,100320.8,100668.62,87.16,207.68,208.76,5.95,4.65,5.62,271.5999,280.954,280.4254,69.3557,89.3616,89.7768,100376.6518,99197.0089,99536.9643,0.0077,0.1661,0.2295,-1.5501,7.804,7.2754
64,Bourgogne-Franche-Comté,13,202107,2021-02-12,1947,1175.0,973.0,602,223.0,148.0,3292,2127.0,1798.0,68,41.0,34.0,21,8.0,5.0,115,74.0,63.0,,,,,,,3.9426,7.2647,4.3117,13.9523,15.2364,14.1712,19.984,26.3678,20.7747,49.0407,40.549,49.1408,15.6174,12.5398,10.1388,12.9056,7.5298,6.7567,1.7516,2.0015,1.9807,101719.46,100553.75,101016.43,132.14,170.54,200.18,4.01,3.13,3.82,271.3804,281.5714,278.6,73.3036,90.0357,88.6071,98867.3214,97841.0714,98260.0,0.0018,0.0982,0.1089,-1.7696,8.4214,5.45
65,Provence-Alpes-Côte d'Azur,1,202108,2021-02-19,7211,6987.0,7250.0,4164,4193.0,4515.0,10258,9781.0,9985.0,141,136.0,141.0,82,82.0,88.0,200,190.0,194.0,1.0421,1.4304,2.4651,0.1029,0.2332,0.3734,9.8928,10.0126,14.6425,21.7838,19.9971,21.2224,36.9868,35.3839,43.7067,54.934,48.3108,45.4305,20.1699,17.8363,25.4217,11.2763,9.7462,11.927,1.6042,2.3491,1.847,102540.18,101219.73,100839.11,158.15,187.56,162.54,4.39,4.5,3.99,282.1131,279.5673,283.2411,69.7857,72.7381,78.7083,98934.1369,97598.2738,97271.4286,0.0036,0.1792,0.1292,8.9631,6.4173,10.0911
66,Île-de-France,2,202108,2021-02-19,16387,24857.0,21859.0,11312,18204.0,15612.0,21462,31510.0,28106.0,133,202.0,177.0,92,148.0,126.0,174,256.0,228.0,,,,0.4264,0.3136,0.3956,19.4125,14.3284,17.8104,31.8812,26.5545,29.254,61.7246,48.5955,56.6223,51.2551,43.8725,41.9693,22.1324,25.2315,14.5189,11.4558,18.4304,7.9145,1.1948,1.5931,0.576,101618.93,101837.68,100378.55,181.07,98.93,206.55,3.73,4.72,3.77,282.7589,271.0232,281.5082,75.6607,68.8929,88.6545,100525.8929,100691.6071,99294.1818,0.0411,0.0036,0.2218,9.6089,-2.1268,8.3582
67,Centre-Val de Loire,3,202108,2021-02-19,2238,1447.0,1335.0,1310,721.0,586.0,3166,2173.0,2084.0,85,55.0,51.0,50,27.0,23.0,120,83.0,79.0,,,,0.2839,0.2416,0.1808,8.4645,6.7663,7.3397,14.645,14.5131,12.2265,27.5764,24.8589,23.4716,58.9228,50.271,51.7953,18.0542,18.6672,8.437,9.749,14.9748,5.6432,,,,101684.29,101600.89,100512.32,162.32,88.84,212.23,4.18,3.94,3.96,283.0125,272.3205,282.1241,74.8482,77.875,91.75,100001.6071,99852.0536,98845.5357,0.0196,0.0688,0.208,9.8625,-0.8295,8.9741
68,Bretagne,4,202108,2021-02-19,2677,3443.0,3519.0,1325,1986.0,2015.0,4029,4900.0,5023.0,78,101.0,103.0,39,58.0,59.0,117,144.0,147.0,,,,,,,2.9107,4.1057,5.3244,9.33,12.959,13.2196,14.1164,19.5168,21.9086,65.5474,47.6621,58.4251,25.3508,18.9538,14.5963,12.2243,16.6091,7.4137,,,,101058.62,101366.83,100398.35,185.49,93.57,229.6,7.03,6.85,5.25,284.05,275.008,282.1705,83.625,80.6384,87.8929,100348.9286,100630.0,99687.4107,0.0902,0.085,0.1351,10.9,1.858,9.0205
69,Occitanie,5,202108,2021-02-19,1402,2952.0,5495.0,366,1576.0,3433.0,2438,4328.0,7557.0,23,49.0,91.0,6,26.0,57.0,40,72.0,125.0,,,,,,,10.2399,12.6307,12.0074,16.9789,18.6664,16.4248,31.1854,37.1396,33.4224,58.3646,46.5123,52.2716,19.1364,11.3925,17.571,11.6728,7.373,8.5373,0.4599,0.3327,0.2964,102062.14,101369.36,100818.21,142.19,181.94,190.92,4.48,3.2,4.23,283.1877,280.2176,283.7367,77.6586,83.2908,83.3393,98704.4175,98031.4541,97537.7296,0.0005,0.0636,0.1051,10.0377,7.0676,10.5867
70,Hauts-de-France,6,202108,2021-02-19,4121,4537.0,5080.0,2029,2649.0,3225.0,6213,6425.0,6935.0,68,74.0,83.0,34,43.0,53.0,102,105.0,113.0,0.3466,1.1421,0.8609,0.092,0.2101,0.1563,2.8519,3.7546,4.6408,12.1313,19.3496,16.6344,16.4947,25.098,23.7399,54.8039,44.5998,36.3049,15.66,23.3637,15.737,9.0608,18.8848,10.7982,1.2502,0.9298,1.3151,101392.41,102027.59,100266.52,167.68,77.68,169.64,4.75,5.6,3.93,281.7714,269.8161,279.5393,79.0446,68.7411,92.4107,100666.875,101264.5536,99543.75,0.0295,0.0063,0.0982,8.6214,-3.3339,6.3893
